第七章 药物与机体的相互作用,第一节 药物效应动力学,三､不良反应
第七章 药物与机体的相互作用,第一节 药物效应动力学,四､药物剂量-效应关系
第七章 药物与机体的相互作用,第一节 药物效应动力学,五､药物作用机制
第七章 药物与机体的相互作用,第一节 药物效应动力学,六､药物与受体
第七章 药物与机体的相互作用,第二节 药物代谢动力学,一､药物的跨膜转运
第七章 药物与机体的相互作用,第二节 药物代谢动力学,二､药物的体内过程
第七章 药物与机体的相互作用,第二节 药物代谢动力学,三､体内药量变化的时间过程
第七章 药物与机体的相互作用,第三节 影响药物效应的因素及合理用药的原则,一､药物方面的因素
第七章 药物与机体的相互作用,第三节 影响药物效应的因素及合理用药的原则,二､机体方面的因素
第七章 药物与机体的相互作用,第三节 影响药物效应的因素及合理用药的原则,三､合理用药原则
第八章 机体的组织,第一节 上皮组织,一､被覆上皮
第八章 机体的组织,第一节 上皮组织,二､腺上皮与腺
第八章 机体的组织,第二节 结缔组织,一､固有结缔组织
第八章 机体的组织,第二节 结缔组织,二､软骨组织与软骨
第八章 机体的组织,第二节 结缔组织,三､骨组织与骨发生
第八章 机体的组织,第二节 结缔组织,四､血液
第八章 机体的组织,第二节 结缔组织,五､凝血
第八章 机体的组织,第三节 肌组织,一､肌组织的结构特征､分类与功能
第八章 机体的组织,第三节 肌组织,二､骨骼肌､心肌和平滑肌的显微结构
第八章 机体的组织,第四节 神经组织,一､神经组织的组成､结构特点与功能
第八章 机体的组织,第四节 神经组织,二､神经元的形态､结构与突触
第九章 运动系统,第一节 骨概述,一､骨的形态
第九章 运动系统,第一节 骨概述,二､骨的构造
第九章 运动系统,第一节 骨概述,三､骨的化学成分与物理特性
第九章 运动系统,第一节 骨概述,四､骨的生成和溶解
第九章 运动系统,第一节 骨概述,五､骨的连接
第九章 运动系统,第二节 人体各部骨及其连接,一､躯干骨及其连接
第九章 运动系统,第二节 人体各部骨及其连接,二､颅骨及其连接
第九章 运动系统,第二节 人体各部骨及其连接,三､上肢骨及其连接
第九章 运动系统,第二节 人体各部骨及其连接,四､下肢骨及其连接
第九章 运动系统,第三节 骨骼肌,一､骨骼肌概述
第九章 运动系统,第三节 骨骼肌,二､躯干肌
第九章 运动系统,第三节 骨骼肌,三､头肌
第九章 运动系统,第三节 骨骼肌,四､四肢肌
第十章 神经系统,第一节 总论,一､神经系统的区分
第十章 神经系统,第一节 总论,二､神经系统的组成
第十章 神经系统,第一节 总论,三､神经系统常用术语
第十章 神经系统,第二节 中枢神经系统,一､脊髓
第十章 神经系统,第二节 中枢神经系统,二､脑
第十章 神经系统,第二节 中枢神经系统,三､神经传导通路
第十章 神经系统,第三节 中枢神经活动的基本规律,一､神经元及其相互间作用的方式
第十章 神经系统,第三节 中枢神经活动的基本规律,二､中枢神经递质
第十章 神经系统,第三节 中枢神经活动的基本规律,三､反射及反射弧
第十章 神经系统,第四节 周围神经系统,一､脊神经
第十章 神经系统,第四节 周围神经系统,二､脑神经
第十章 神经系统,第五节 内脏神经系统,一､内脏运动神经
第十章 神经系统,第五节 内脏神经系统,二､内脏感觉神经
第十章 神经系统,第六节 作用于神经系统的常用药物,一､局部麻醉药
第十章 神经系统,第六节 作用于神经系统的常用药物,二､全身麻醉药
第十章 神经系统,第六节 作用于神经系统的常用药物,三､镇静催眠药
第十章 神经系统,第六节 作用于神经系统的常用药物,四､抗精神失常药
第十章 神经系统,第六节 作用于神经系统的常用药物,五､镇痛药
第十章 神经系统,第六节 作用于神经系统的常用药物,六､中枢兴奋药
第十一章 循环系统,第一节 循环系统的解剖结构,一､心血管系统
第十一章 循环系统,第一节 循环系统的解剖结构,二､淋巴系统
第十一章 循环系统,第一节 循环系统的解剖结构,三､血液和淋巴
第十一章 循环系统,第二节 心血管生理,一､心脏生理
第十一章 循环系统,第二节 心血管生理,二､血管生理
第十一章 循环系统,第二节 心血管生理,三､心血管活动的调节
第十一章 循环系统,第二节 心血管生理,四､冠状动脉循环
第十一章 循环系统,第三节 血液循环障碍,一､局部血液循环障碍
第十一章 循环系统,第三节 血液循环障碍,二､心力衰竭
第十一章 循环系统,第四节 常用抗心律失常和抗高血压药,一､常用抗心律失常药
第十一章 循环系统,第四节 常用抗心律失常和抗高血压药,二､常用抗高血压药
第十二章 呼吸系统,第一节 呼吸系统器官与结构,一､鼻
第十二章 呼吸系统,第一节 呼吸系统器官与结构,二､喉
第十二章 呼吸系统,第一节 呼吸系统器官与结构,三､气管与支气管
第十二章 呼吸系统,第一节 呼吸系统器官与结构,四､肺
第十二章 呼吸系统,第一节 呼吸系统器官与结构,五､胸膜
第十二章 呼吸系统,第一节 呼吸系统器官与结构,六､纵隔
第十二章 呼吸系统,第二节 呼吸生理,一､肺通气
第十二章 呼吸系统,第二节 呼吸生理,二､气体交换
第十二章 呼吸系统,第二节 呼吸生理,三､气体运输
第十二章 呼吸系统,第二节 呼吸生理,四､呼吸运动的调节
第十二章 呼吸系统,第三节 呼吸功能不全,一､原因和发病机制
第十二章 呼吸系统,第三节 呼吸功能不全,二､主要代谢功能变化
第十二章 呼吸系统,第三节 呼吸功能不全,三､呼吸功能不全的防治原则
第十二章 呼吸系统,第四节 作用于呼吸系统的常用药物,一､平喘药
第十二章 呼吸系统,第四节 作用于呼吸系统的常用药物,二､镇咳药
第十二章 呼吸系统,第四节 作用于呼吸系统的常用药物,三､祛痰药
第十三章 消化系统,第一节 消化系统器官与结构,一､消化管
第十三章 消化系统,第一节 消化系统器官与结构,二､消化腺
第十三章 消化系统,第二节 消化和吸收生理,一､消化､吸收功能与调节
第十三章 消化系统,第二节 消化和吸收生理,二､口腔内的消化
第十三章 消化系统,第二节 消化和吸收生理,三､胃内的消化
第十三章 消化系统,第二节 消化和吸收生理,四､小肠内的消化
第十三章 消化系统,第二节 消化和吸收生理,五､大肠内的消化
第十三章 消化系统,第二节 消化和吸收生理,六､吸收
第十三章 消化系统,第三节 作用于消化系统的常用药物,一､抗消化性溃疡药
第十三章 消化系统,第三节 作用于消化系统的常用药物,二､助消化药
第十三章 消化系统,第三节 作用于消化系统的常用药物,三､止吐药
第十三章 消化系统,第三节 作用于消化系统的常用药物,四､泻药
第十三章 消化系统,第三节 作用于消化系统的常用药物,五､止泻药
第十三章 消化系统,第三节 作用于消化系统的常用药物,六､利胆药
第十四章 泌尿系统,第一节 泌尿系统结构,一､肾
第十四章 泌尿系统,第一节 泌尿系统结构,二､输尿管
第十四章 泌尿系统,第一节 泌尿系统结构,三､膀胱
第十四章 泌尿系统,第一节 泌尿系统结构,四､尿道
第十四章 泌尿系统,第二节 尿的生成,一､肾小球的滤过功能
第十四章 泌尿系统,第二节 尿的生成,二､肾小管和集合管的转运功能
第十四章 泌尿系统,第三节 尿生成的调节,一､肾内自身调节
第十四章 泌尿系统,第三节 尿生成的调节,二､神经和激素调节
第十四章 泌尿系统,第四节 尿的排出,一､膀胱和尿道的神经支配
第十四章 泌尿系统,第四节 尿的排出,二､排尿反射
第十四章 泌尿系统,第五节 肾功能不全,一､病因
第十四章 泌尿系统,第五节 肾功能不全,二､发病机制
第十四章 泌尿系统,第五节 肾功能不全,三､肾功能和代谢变化
第十四章 泌尿系统,第五节 肾功能不全,四､主要系统和器官障碍
第十四章 泌尿系统,第五节 肾功能不全,五､肾移植
第十四章 泌尿系统,第六节 作用于泌尿系统的常用药物,一､利尿药
第十四章 泌尿系统,第六节 作用于泌尿系统的常用药物,二､脱水药
第十四章 泌尿系统,第六节 作用于泌尿系统的常用药物,三､治疗尿崩症药
第十五章 内分泌系统,第一节 概论,一､激素的定义､作用及其特点
第十五章 内分泌系统,第一节 概论,二､激素的分类和作用机制
第十五章 内分泌系统,第二节 下丘脑-垂体系统,一､下丘脑
第十五章 内分泌系统,第二节 下丘脑-垂体系统,二､垂体
第十五章 内分泌系统,第二节 下丘脑-垂体系统,三､垂体前叶
第十五章 内分泌系统,第二节 下丘脑-垂体系统,四､垂体中间叶
第十五章 内分泌系统,第二节 下丘脑-垂体系统,五､垂体后叶
第十五章 内分泌系统,第二节 下丘脑-垂体系统,六､垂体疾病
第十五章 内分泌系统,第三节 甲状腺,一､甲状腺的结构
第十五章 内分泌系统,第三节 甲状腺,二､甲状腺激素的合成､储存和释放
第十五章 内分泌系统,第三节 甲状腺,三､甲状腺激素的生理作用
第十五章 内分泌系统,第三节 甲状腺,四､甲状腺功能的调节
第十五章 内分泌系统,第三节 甲状腺,五､甲状腺疾病
第十五章 内分泌系统,第三节 甲状腺,六､抗甲状腺药
第十五章 内分泌系统,第四节 甲状旁腺与调节钙磷代谢的激素,一､甲状旁腺
第十五章 内分泌系统,第四节 甲状旁腺与调节钙磷代谢的激素,二､降钙素的作用和分泌调节
第十五章 内分泌系统,第四节 甲状旁腺与调节钙磷代谢的激素,三､维生素D3
第十五章 内分泌系统,第五节 肾上腺,一､肾上腺的一般结构
第十五章 内分泌系统,第五节 肾上腺,二､肾上腺皮质
第十五章 内分泌系统,第五节 肾上腺,三､肾上腺髓质
第十五章 内分泌系统,第五节 肾上腺,四､皮质激素类药
第十五章 内分泌系统,第六节 胰岛的内分泌,一､胰岛细胞的种类及其结构
第十五章 内分泌系统,第六节 胰岛的内分泌,二､胰岛素和胰高血糖素的生理作用和分泌的调节
第十五章 内分泌系统,第六节 胰岛的内分泌,三､糖尿病
第十五章 内分泌系统,第六节 胰岛的内分泌,四､降血糖药
第十五章 内分泌系统,第七节 松果体,一､松果体的位置､形态和结构特点
第十五章 内分泌系统,第七节 松果体,二､褪黑素的合成与代谢
第十五章 内分泌系统,第七节 松果体,三､褪黑素的生物学作用
第十五章 内分泌系统,第七节 松果体,四､褪黑素分泌的调节
第十六章 感觉器官,第一节 感觉器官的分类及特性,一､感受器､感觉器官的定义和分类
第十六章 感觉器官,第一节 感觉器官的分类及特性,二､感受器的一般特性
第十六章 感觉器官,第二节 视觉器官,一､眼球壁的结构
第十六章 感觉器官,第二节 视觉器官,二､眼球内容物
第十六章 感觉器官,第二节 视觉器官,三､眼附属器官
第十六章 感觉器官,第二节 视觉器官,四､眼的折光系统及其调节
第十六章 感觉器官,第二节 视觉器官,五､瞳孔和瞳孔对光反射
第十六章 感觉器官,第二节 视觉器官,六､眼的感光功能
第十六章 感觉器官,第二节 视觉器官,七､与视觉有关的其他现象
第十六章 感觉器官,第三节 位听器官,一､耳的结构
第十六章 感觉器官,第三节 位听器官,二､人耳的听阈和听域
第十六章 感觉器官,第三节 位听器官,三､外耳和中耳的传音作用
第十六章 感觉器官,第三节 位听器官,四､耳蜗的感音换能作用
第十六章 感觉器官,第三节 位听器官,五､位觉器官
第十六章 感觉器官,第四节 嗅觉和味觉,一､嗅觉感受器的结构及其生理特点
第十六章 感觉器官,第四节 嗅觉和味觉,二､味觉感受器和味觉的特点
第十六章 感觉器官,第五节 皮肤感觉,一､皮肤的结构
第十六章 感觉器官,第五节 皮肤感觉,二､皮肤内神经末梢与皮肤感觉
第十七章 生殖系统,第一节 男性生殖系统,一､睾丸
第十七章 生殖系统,第一节 男性生殖系统,二､生殖管道
第十七章 生殖系统,第一节 男性生殖系统,三､附属腺
第十七章 生殖系统,第一节 男性生殖系统,四､外生殖器
第十七章 生殖系统,第一节 男性生殖系统,五､男性尿道
第十七章 生殖系统,第二节 女性生殖系统,一､卵巢
第十七章 生殖系统,第二节 女性生殖系统,二､输卵管
第十七章 生殖系统,第二节 女性生殖系统,三､子宫
第十七章 生殖系统,第二节 女性生殖系统,四､阴道
第十七章 生殖系统,第二节 女性生殖系统,五､附属腺和女阴
第十七章 生殖系统,第二节 女性生殖系统,六､乳腺
第十七章 生殖系统,第三节 作用于生殖系统的药物,一､子宫平滑肌兴奋药
第十七章 生殖系统,第三节 作用于生殖系统的药物,二､子宫平滑肌抑制药
第十七章 生殖系统,第三节 作用于生殖系统的药物,三､性激素类药
第十八章 机体的免疫系统,第一节 免疫器官,一､中枢免疫器官
第十八章 机体的免疫系统,第一节 免疫器官,二､外周免疫器官
第十八章 机体的免疫系统,第二节 免疫细胞,一､淋巴细胞
第十八章 机体的免疫系统,第二节 免疫细胞,二､单核-巨噬细胞
第十八章 机体的免疫系统,第三节 免疫球蛋白,一､免疫球蛋白的结构
第十八章 机体的免疫系统,第三节 免疫球蛋白,二､五类Ig的特性及功能
第十八章 机体的免疫系统,第三节 免疫球蛋白,三､人工制备的抗体与异常免疫球蛋白
第十八章 机体的免疫系统,第四节 补体系统,一､补体系统组分
第十八章 机体的免疫系统,第四节 补体系统,二､激活途径
第十八章 机体的免疫系统,第四节 补体系统,三､补体活化反应的调控机制
第十八章 机体的免疫系统,第四节 补体系统,四､生物学活性
第十八章 机体的免疫系统,第五节 细胞因子
第十八章 机体的免疫系统,第六节 抗原与抗原呈递,一､抗原
第十八章 机体的免疫系统,第六节 抗原与抗原呈递,二､抗原呈递
第十八章 机体的免疫系统,第七节 免疫应答,一､免疫应答的三个阶段
第十八章 机体的免疫系统,第七节 免疫应答,二､细胞免疫应答
第十八章 机体的免疫系统,第七节 免疫应答,三､体液免疫应答
第十八章 机体的免疫系统,第七节 免疫应答,四､免疫应答的遗传学基础
第十八章 机体的免疫系统,第七节 免疫应答,五､免疫耐受
第十八章 机体的免疫系统,第七节 免疫应答,六､超敏反应
第十八章 机体的免疫系统,第七节 免疫应答,七､免疫调节
第十八章 机体的免疫系统,第八节 免疫学诊断､预防及治疗,一､免疫学诊断
第十八章 机体的免疫系统,第八节 免疫学诊断､预防及治疗,二､免疫学预防
第十八章 机体的免疫系统,第八节 免疫学诊断､预防及治疗,三､免疫学治疗
第十九章 细胞和组织的适应､损伤与修复,第一节 细胞和组织的适应性反应,一､肥大
第十九章 细胞和组织的适应､损伤与修复,第一节 细胞和组织的适应性反应,二､增生
第十九章 细胞和组织的适应､损伤与修复,第一节 细胞和组织的适应性反应,三､萎缩
第十九章 细胞和组织的适应､损伤与修复,第一节 细胞和组织的适应性反应,四､化生
第十九章 细胞和组织的适应､损伤与修复,第二节 细胞和组织的损伤,一､变性和物质异常沉积
第十九章 细胞和组织的适应､损伤与修复,第二节 细胞和组织的损伤,二､细胞死亡
第十九章 细胞和组织的适应､损伤与修复,第三节 损伤的修复,一､再生
第十九章 细胞和组织的适应､损伤与修复,第三节 损伤的修复,二､纤维性修复
第十九章 细胞和组织的适应､损伤与修复,第三节 损伤的修复,三､创伤愈合
第二十章 炎症,第一节 炎症的原因,一､物理性因素
第二十章 炎症,第一节 炎症的原因,二､化学性因素
第二十章 炎症,第一节 炎症的原因,三､生物性因素
第二十章 炎症,第一节 炎症的原因,四､免疫性因素
第二十章 炎症,第一节 炎症的原因,五､组织蜕变及坏死
第二十章 炎症,第二节 炎症的基本病理变化及其形成机制,一､炎症的基本病理变化
第二十章 炎症,第二节 炎症的基本病理变化及其形成机制,二､炎症渗出性病变的形成机制及调控
第二十章 炎症,第三节 炎症的病理类型,一､变质性炎
第二十章 炎症,第三节 炎症的病理类型,二､渗出性炎
第二十章 炎症,第三节 炎症的病理类型,三､增生性炎
第二十章 炎症,第四节 炎症的发展及结局,一､炎症的局部及全身反应
第二十章 炎症,第四节 炎症的发展及结局,二､急性炎症与慢性炎症
第二十章 炎症,第四节 炎症的发展及结局,三､炎症的结局
第二十一章 肿瘤,第一节 肿瘤的概念
第二十一章 肿瘤,第二节 肿瘤的一般形态和结构,一､肿瘤的大体形态
第二十一章 肿瘤,第二节 肿瘤的一般形态和结构,二､肿瘤的组织结构
第二十一章 肿瘤,第三节 肿瘤的异型性,一､肿瘤组织异型性
第二十一章 肿瘤,第三节 肿瘤的异型性,二､肿瘤细胞异型性
第二十一章 肿瘤,第四节 肿瘤的生长和扩散,一､肿瘤的生长速度
第二十一章 肿瘤,第四节 肿瘤的生长和扩散,二､肿瘤的生长方式
第二十一章 肿瘤,第四节 肿瘤的生长和扩散,三､肿瘤的扩散
第二十一章 肿瘤,第四节 肿瘤的生长和扩散,四､恶性肿瘤扩散的机制
第二十一章 肿瘤,第五节 良性肿瘤与恶性肿瘤的区别
第二十一章 肿瘤,第六节 肿瘤的命名与分类,一､肿瘤的命名
第二十一章 肿瘤,第六节 肿瘤的命名与分类,二､肿瘤的分类
第二十一章 肿瘤,第六节 肿瘤的命名与分类,三､癌与肉瘤的区别
第二十一章 肿瘤,第七节 癌前病变､非典型性增生及原位癌
第二十一章 肿瘤,第八节 肿瘤的病因学和发病学,一､肿瘤的病因学
第二十一章 肿瘤,第八节 肿瘤的病因学和发病学,二､肿瘤的发病学
第二十一章 肿瘤,第九节 肿瘤的病理学检查方法,一､细胞学检查
第二十一章 肿瘤,第九节 肿瘤的病理学检查方法,二､病理组织学检查
第二十一章 肿瘤,第九节 肿瘤的病理学检查方法,三､免疫组织化学
第二十一章 肿瘤,第九节 肿瘤的病理学检查方法,四､电子显微镜检查
第二十二章 机体的病理生理变化,第一节 水､电解质代谢,一､正常水､电解质代谢
第二十二章 机体的病理生理变化,第一节 水､电解质代谢,二､水､电解质代谢紊乱
第二十二章 机体的病理生理变化,第二节 水肿,一､水肿的发生机制
第二十二章 机体的病理生理变化,第二节 水肿,二､常见水肿的特点
第二十二章 机体的病理生理变化,第二节 水肿,三､水肿对机体的影响及其防治原则
第二十二章 机体的病理生理变化,第三节 酸碱平衡紊乱,一､反映血液酸碱平衡的常用指标及其意义
第二十二章 机体的病理生理变化,第三节 酸碱平衡紊乱,二､单纯型酸碱平衡紊乱
第二十二章 机体的病理生理变化,第三节 酸碱平衡紊乱,三､混合型酸碱平衡紊乱
第二十二章 机体的病理生理变化,第四节 缺氧,一､缺氧的类型､原因和血氧变化特点
第二十二章 机体的病理生理变化,第四节 缺氧,二､缺氧时机体的功能代谢变化
第二十二章 机体的病理生理变化,第四节 缺氧,三､影响机体对缺氧耐受性的因素
第二十二章 机体的病理生理变化,第四节 缺氧,四､氧疗与氧中毒
第二十二章 机体的病理生理变化,第五节 发热,一､发热的原因和机制
第二十二章 机体的病理生理变化,第五节 发热,二､发热的时相与热代谢特点
第二十二章 机体的病理生理变化,第五节 发热,三､发热机体的功能与代谢变化
第二十二章 机体的病理生理变化,第五节 发热,四､发热的生物学意义及处理原则
第二十二章 机体的病理生理变化,第六节 应激,一､概述
第二十二章 机体的病理生理变化,第六节 应激,二､应激反应的基本表现
第二十二章 机体的病理生理变化,第六节 应激,三､应激时机体功能代谢的变化
第二十二章 机体的病理生理变化,第六节 应激,四､应激的防治原则
第二十二章 机体的病理生理变化,第七节 休克,一､休克的原因和分类
第二十二章 机体的病理生理变化,第七节 休克,二､休克的发展过程及其机制
第二十二章 机体的病理生理变化,第七节 休克,三､休克时细胞损伤和代谢的变化
第二十二章 机体的病理生理变化,第七节 休克,四､休克时器官功能的改变
第二十二章 机体的病理生理变化,第七节 休克,五､休克的防治原则
第二十二章 机体的病理生理变化,第八节 弥散性血管内凝血,一､病因和发病机制
第二十二章 机体的病理生理变化,第八节 弥散性血管内凝血,二､影响DIC发生发展的因素
第二十二章 机体的病理生理变化,第八节 弥散性血管内凝血,三､DIC的分期与分型
第二十二章 机体的病理生理变化,第八节 弥散性血管内凝血,四､DIC的功能代谢变化
第二十二章 机体的病理生理变化,第八节 弥散性血管内凝血,五､防治原则
第二十三章 病原微生物,第一节 原核微生物,一､细菌的形态与结构
第二十三章 病原微生物,第一节 原核微生物,二､细菌的代谢和繁殖
第二十三章 病原微生物,第一节 原核微生物,三､细菌的遗传与变异
第二十三章 病原微生物,第一节 原核微生物,四､细菌的分布与消毒灭菌
第二十三章 病原微生物,第一节 原核微生物,五､细菌的致病性与免疫性
第二十三章 病原微生物,第一节 原核微生物,六､常见病原性细菌
第二十三章 病原微生物,第二节 除细菌外的其他原核生物及真菌,一､螺旋体
第二十三章 病原微生物,第二节 除细菌外的其他原核生物及真菌,二､立克次体
第二十三章 病原微生物,第二节 除细菌外的其他原核生物及真菌,三､支原体
第二十三章 病原微生物,第二节 除细菌外的其他原核生物及真菌,四､衣原体
第二十三章 病原微生物,第二节 除细菌外的其他原核生物及真菌,五､真核微生物——真菌
第二十三章 病原微生物,第三节 病毒,一､病毒的生物学特性
第二十三章 病原微生物,第三节 病毒,二､病毒的致病性
第二十三章 病原微生物,第三节 病毒,三､病毒感染的表现类型
第二十三章 病原微生物,第三节 病毒,四､机体对病毒的免疫应答
第二十三章 病原微生物,第三节 病毒,五､常见主要病毒
第二十三章 病原微生物,第四节 微生物感染性疾病的诊断､预防和治疗,一､实验室诊断
第二十三章 病原微生物,第四节 微生物感染性疾病的诊断､预防和治疗,二､微生物感染性疾病的预防
第二十三章 病原微生物,第四节 微生物感染性疾病的诊断､预防和治疗,三､微生物感染性疾病的治疗
彩图
